Experiments,ERabs<--ACabs,ERabs<--BAabs,ERabs<--BHabs,ERabs<--BLabs,ERabs<--BUabs,ERabs<--CAabs,ERabs<--CCabs,ERabs<--CHabs,ERabs<--DFabs,ERabs<--ELabs,ERabs<--ERabs,ERabs<--FPabs,ERabs<--PCabs,ERabs<--PJabs,ERabs<--RIabs,ERabs<--pH,ERabs<--Lactate,ERabs<--Butyrate,ERabs<--Acetate,ERabs<--AcGum,ERabs<--ArGal,ERabs<--Inulin,ERabs<--Pectin,ERabs<--Starch,ERabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-AcGum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC-AcGum-ArGal-Inulin-Pectin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
AC-AcGum-ArGal-Inulin-Pectin-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2
AC-AcGum-ArGal-Inulin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2
AC-AcGum-ArGal-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2
AC-AcGum-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2
AC-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-ArGal-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum,-0.023567080264911056,-0.004098226461792365,0.002593836805317551,-0.0020038634829688817,-0.04621508828131482,-0.003556742682121694,0.0003240894584450871,0.0025440917816013098,0.0008020499080885202,0.019832347257761285,0.013682178716408089,0.0005948779289610684,0.005823187064379454,-0.00466150016291067,0.0,0.0,0.0,0.0,0.0,0.03790584241505712,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum-ArGal-Inulin-Pectin-Starch,-0.0005030646764983734,0.0076433053861061735,0.006539141604055961,0.00957161250213782,-0.03265843113573889,-0.01258732828622063,-0.0010826805761704843,0.008602254713575045,-0.0038374171126633883,0.019866684645724792,0.06127645785454661,0.000512987452869614,0.01325431209988892,-0.007763079639213781,0.0,0.0,0.0,0.0,0.0,0.007009379643326004,0.008707872203861674,0.00962677609641105,0.03752326740262409,0.03216537872018913,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum-ArGal-Inulin-Pectin-Xylan,-0.00018460132802526155,-0.0019344613344098132,0.004551056462029616,0.010581282821173469,-0.003853913862258196,-0.009143829151677588,-0.00741702764450262,-0.010060153668746352,0.0017462087174256642,0.002259290854757031,0.010856628922435144,0.00838033358256022,-0.0010757995769381523,-0.010762050515040755,0.0,0.0,0.0,0.0,0.0,0.006700681250852843,-0.003376627069277068,0.029830599824587505,0.041513249510899186,0.0,0.01670263862858216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum-ArGal-Inulin-Starch-Xylan,-0.009082945995032787,0.023141635426630575,0.007788881465482215,0.0040177238794664545,-0.028462466861431796,-0.00397555894839267,-0.008687771041877568,-0.012840565643273294,0.0003873461003725727,0.0180817279809465,0.02761317417025566,0.005271489188695948,0.006649116791474323,-0.013229388510808349,0.0,0.0,0.0,0.0,0.0,0.009511870914138854,0.008306949554632107,0.021820952068082988,0.0,0.03742210062531134,0.02354182368920495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum-ArGal-Pectin-Starch-Xylan,-6.855624572684367e-05,0.008022802338624993,0.005594356373573343,0.012809352444795271,-0.028712914790958166,-0.007102022684800128,-0.01739414777451505,-0.013106063202333948,-0.0036005673464387655,0.020573348621837795,0.05434492020867765,0.002282223703029255,0.005794978933408856,-0.013428007756980756,0.0,0.0,0.0,0.0,0.0,0.012169276170122126,0.0003887165803462267,0.0,0.026872172408426803,0.05054817189617703,0.011203250382095575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-AcGum-Inulin-Pectin-Starch-Xylan,-0.008234964373211065,0.013681826336930195,-0.0011941071134060621,0.020598095453654725,-0.002289307303726673,0.0016309474206839998,-0.007843247420775393,0.003840732853859663,-0.0022497561294585466,0.02800928397725026,0.04721739298353592,0.006010271919270356,0.006361373739006619,-0.006996921651686232,0.0,0.0,0.0,0.0,0.0,0.00855523549641172,0.0,0.015548503763663271,0.022150761758287747,0.04213793354574591,0.023961363864752155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-ArGal,0.00013099913485348225,0.001915560191264376,-0.002366880828049034,-0.004901343869278207,0.0005593888636212796,0.009142501192400232,0.009004797699162737,-0.005797552759759128,-0.00224799761781469,-0.006535630964208394,-0.004345453926362097,0.0002070037880912423,0.007140599540434778,-0.0060647020291071385,0.0,0.0,0.0,0.0,0.0,0.0,0.004158711584750563,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-ArGal-Inulin-Pectin-Starch-Xylan,-0.005395583420371016,0.00958771607838571,0.007394068331147234,0.005576120359667887,-0.013189005432650447,-0.017420167782499146,0.012553060737748941,0.009728851728141308,0.0006646554296215376,0.026798624312505126,0.07236921538909276,0.001090567287368079,-0.004870191837350528,-0.009249085870881876,0.0,0.0,0.0,0.0,0.0,0.0,0.000555636128410697,0.016989444227268297,0.019299807958304882,0.0449486073339358,0.026367175004755456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-Inulin,-0.009919469099259004,0.0054231013637036085,-0.0047258586273528636,-0.008565279364120215,0.007208856783108786,-0.01649804288172163,-0.017156491026980802,0.00577895637252368,-0.00048052487545646727,-0.011607606196776032,-0.0010672045755200088,0.0005807391717098653,0.018841943965526298,-0.004636225232388824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04342753821401857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-Pectin,-0.006315952283330262,0.006471509754192084,-0.0034586596011649817,0.00518190729781054,0.009886253596050665,-0.0004973588802386075,3.574948641471565e-05,-0.008426891785347834,0.0012923357135150582,-0.012451686576241627,0.010451992857269943,-0.003963471157476306,-0.009595903131412342,-0.002598690305603668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01808477978920564,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,-0.000972004421055317,0.007951385776201884,0.0032076092436909677,-0.0031045485908786454,-0.020715797164787848,0.002146637439727783,0.006900382228195667,0.006455216370522976,2.691280096769333e-05,0.007542304260035356,-0.006960328311348954,0.0017672778417666753,0.000556819528962175,-0.0063246835644046465,-0.004691744657854239,0.0,0.0,0.0,0.0,0.006214561220258474,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.007347790757194161,0.017427853231007855,0.0034929872878516712,0.009049363085068762,-0.008518823810542623,0.003941143862903118,-0.007979778184865912,0.0028055416575322547,0.0019321454068024952,0.009724509514247378,0.006594895152375102,0.006057591798404853,0.00607111188583076,-0.011562001852629086,-0.021237233304418623,0.0,0.0,0.0,0.0,4.214385990053415e-05,0.003943614584083359,0.02658594372527053,0.016646426636725664,0.024963076692074537,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.002597822070432206,0.010906717429558435,0.002789271529763937,-0.0006009284406900406,-0.0032351516808072724,-0.008879373781383038,-0.011080703853319088,-0.0024075621428589025,-0.0010873059703347583,0.00353736849501729,-0.003141770566192766,-1.2498426561554274e-05,0.01099592693693315,-0.007186864308702449,-0.01901969243772328,0.0,0.0,0.0,0.0,0.0004396891842285792,-0.005795286735519767,0.015086117976655563,0.009585381873572866,0.0,0.014981093622433642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.008626859790335098,0.016265374647142988,0.0026336048807327947,0.0069323947342733545,-0.014989934279583395,-0.003097574614609281,0.0011536200375606616,-0.005332764936611056,0.00043514549421767396,-0.007251698717785378,-0.0009952511948843796,0.003775339457206428,0.008022191313405832,-0.007383921338866155,-0.019568816875107586,0.0,0.0,0.0,0.0,0.0009647234498212734,0.0025936846310893693,0.019735862345745165,0.0,0.011695280748729905,0.00905773703319331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.012353241521244248,0.014047570371379456,0.005167273688130081,0.004571326309815049,-0.016771379625424743,0.003819407739986976,0.002620331981840233,-0.01091277141434451,-0.0008648317695284883,0.005273985560052097,0.02114337570189188,0.004188065300695598,0.0031475421662131944,-0.005893944025350113,-0.014801148286399743,0.0,0.0,0.0,0.0,0.002137595904059708,0.0003897555482884248,0.0,0.017294448140698176,0.013614105487552782,0.015649735345505178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.0005278871394693851,0.0033025562685603895,-0.002306758426129818,0.005451780433456103,0.0009246477857232094,0.013063528419782719,-0.0009646836357812086,0.0008309025627871355,0.007727273933899899,0.034686632842446365,0.024556655630779762,0.0043978753965348005,-0.0018467744812369347,-0.008631563667828837,-0.014947559762125215,0.0,0.0,0.0,0.0,0.001976930225888888,0.0,0.012966095043035844,0.024930728288988274,0.016787138767540455,0.004936914968614777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.011697214841842652,-0.0050604517571628095,-0.011303954695661863,-0.008217343936363856,-0.0015089607487122217,-0.0014292042702436446,0.018827952009936175,0.006459319901963075,-0.0015348068748911221,0.0036254869153102237,0.0023787170959015686,0.0021257204314072925,-0.00633415679136912,0.0031434203808506328,0.007582270788649718,0.0,0.0,0.0,0.0,0.0,0.002943206392228603,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.001248780870810151,0.01041074461924533,0.004626624984666705,0.007758649454141657,-0.012485192622989416,-0.005272626178339124,-0.006667021196335554,-0.010106009353573123,-0.0021220409156133733,0.002899066157018145,0.02918858143190543,0.005099210073240101,0.0040427079269041615,-0.005929772897313039,-0.03125932905822992,0.0,0.0,0.0,0.0,0.0,0.013488790951669216,0.02488354795301954,0.02293479621099929,0.03489974591260155,0.02423056560413291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,-0.018102371785789727,0.006051625590771437,-0.003734439859787623,-0.013094225401679675,-0.0102888572961092,-0.014223636252184708,0.0036972769846518832,-0.00711036870876948,-0.005960240649680297,-0.008408776701738436,-0.007646809052675963,-0.002980138175189495,0.01834410773590207,-0.0015771647294362387,-0.003990605908135573,0.0,0.0,0.0,0.0,0.0,0.0,0.025731863360852,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.007097833417356014,0.0075778690166771415,-0.0039950333846112095,-0.00681158471852541,0.010134117087970178,-0.0031829347213109334,4.833064352472623e-05,0.005935384146869183,-0.0011843803338706493,-0.005105626986672481,-0.005754662429292997,-0.005575353093445301,-0.0030560369913776716,-0.006075006971756617,-0.0018171523076792558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025959904460857313,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.005463739981253942,-0.0658951352039973,0.008315095367530981,0.003911158504585425,-0.048209800757467745,0.01321287223448356,0.017229732622702918,-0.002520213524500529,-0.011414039880037308,0.01686062744508187,0.05400314734627803,0.008567211963236333,0.018375060893595217,0.002259592774013678,-0.005948061061402162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07573109405736128,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.00525575593734781,-0.0030557728682955106,-0.0025831197078029313,2.6748701930046082e-05,0.008281253588696321,-0.004988932671646277,-0.004888812080025673,-0.014594178957243761,-0.001217353343963623,0.0033680390566587447,0.00011663256833950678,0.0019023650946716467,-0.0010093785201509794,-0.0031176767622431117,-0.014286576583981515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030791006547709308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-Starch,0.005986911855870858,-0.029295297455973923,0.008159952354617417,0.019767618912737817,-0.04524572956142947,-0.0069558774412143975,0.00821416123653762,-0.005157596722710878,-0.0020156824321020395,0.023044731409754604,0.05765381612582132,0.006167612213175744,0.01844369509490207,-0.0020215327385812998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07931445341091603,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-Xylan,-0.010536468413192779,0.01860446250066161,0.00941673933994025,0.009639299183618277,-0.012697348138317466,-0.00629144161939621,-0.012514041969552636,-0.014226224389858544,-0.00016796001000329852,0.005632050859276205,0.021193555498030037,0.006301850371528417,0.0019383255275897682,-0.007655507302843034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04839446669211611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum,-0.006532476982101798,0.0040688881708774716,0.0032750905957072973,-0.011875934258569032,-0.020396780979353935,0.006574661354534328,-0.00022501015337184072,0.0034738215035758913,-0.005129947909153998,0.010715879558119923,0.010654266603523865,-0.00047041152720339596,0.00656713976059109,0.0,-0.01390943699516356,0.0,0.0,0.0,0.0,0.013210251257987693,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.005650184350088239,0.025538362717876833,0.006254477853265901,0.014337047197235128,-0.01819019694812596,-0.017298888027047116,-0.005014618781084816,0.00028395400537798804,-0.002136860780107478,0.007337870464349787,0.04721998469904065,0.0048446537693962455,0.0011258695740252733,0.0,-0.02598592173308134,0.0,0.0,0.0,0.0,0.0007405049788455168,0.0050043497467413545,0.0334596277680248,0.019457078849275906,0.012195787159726024,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.00379339725865672,0.008296789523834983,0.0003933387730891506,0.008547852436701456,-0.007643565147494276,-0.0034940172530089817,-0.011386252629260222,-0.005593888422784706,0.0002740733713532488,0.010241517215035856,0.0074462750150511665,0.004163278227982421,-0.009275422353918353,0.0,-0.017430465396804113,0.0,0.0,0.0,0.0,-0.0007878318040942153,-0.010113311737465361,0.030557987357800204,0.019595535898891587,0.0,0.014877508045174181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0038919176440685987,0.006005666218698025,0.007019763036320607,0.000939675917228063,-0.01519654702860862,0.0014296395626539986,-0.0035537710258116326,-0.005961157381534576,0.00014470781510074934,0.008820609267180165,0.010951538453809917,0.006762234144844115,0.005223016914290686,0.0,-0.03008958965074271,0.0,0.0,0.0,0.0,0.000914121667544047,0.007249531724179785,0.02060869530153771,0.0,0.025226925654957693,0.022208394560342033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.004837510680469374,0.007982392717773715,0.0036779331664244332,0.011611375724896789,-0.013693178926284114,0.0035567512192452946,-0.0023206815433998904,-0.005391712882556021,-8.71724138657252e-05,-0.002643665298819542,0.013415996877787014,0.0033229761756956577,-0.0007061070840184888,0.0,-0.013625745195895433,0.0,0.0,0.0,0.0,0.004324835065441827,-0.0009452200805147489,0.0,0.011607589510579904,0.0272801131165276,0.01142667947957913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.002362398935171465,0.0012872657195354502,0.005490553836959104,0.014721339180444678,-0.006578548772570987,0.008696740105127295,-0.0024346421705558896,-0.005861278312901656,-0.0007607232934484879,0.031256087900449835,0.02073188271606341,0.0048305603171077864,0.009293269094390174,0.0,-0.01976800764289995,0.0,0.0,0.0,0.0,0.0005427199260642132,0.0,0.02229395923980822,0.025483597302809358,0.02320090789968769,0.014336075711374482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-ArGal,-0.004559548804536462,-0.00012081282329745591,0.0016038831963669509,-0.0018644258962012827,0.004587422881741077,0.004744308243971318,0.004463902325369418,0.0029382710345089436,-3.349676262587309e-06,-0.014229663531295955,-0.01663599515450187,-0.0029859508213121444,-0.006805562210502103,0.0,0.007084554701577872,0.0,0.0,0.0,0.0,0.0,0.021782966534374282,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.0016501376715799172,0.006227416452020407,0.0041411629257102804,0.002907229859071473,0.0031140752835199237,-0.005030963492269318,0.0007130640636508664,-0.005080904539984961,-0.0031928090999523797,-0.010982944203230241,0.03102661909845968,0.005868727302489181,0.001740602698797981,0.0,-0.014675619119467834,0.0,0.0,0.0,0.0,0.0,0.012063585182962319,0.029370258018995326,0.029311243444681168,0.021851820366767544,0.025403519355071087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Inulin,-0.015144244040129706,0.0012795286602340639,-0.011539254628587514,-0.013871722330804914,0.004750699852593243,-0.023208235041238368,-0.00504735138383694,-0.005963885487290099,0.001905904442537576,-0.01842531905276701,0.013843503140378743,0.00422925065504387,0.007609501335537061,0.0,-0.0033385531860403717,0.0,0.0,0.0,0.0,0.0,0.0,0.0281886623124592,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
